"counterprogramming"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/counterprogramming-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/counterprogramming_contraprogramaci%C3%B3n-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/counterprogramming_contraprogramaci%C3%B3n-n-en-sense-contraprogramaci%C3%B3n_counterprogramming-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/contraprogramaci%C3%B3n_counterprogramming-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/contraprogramaci%C3%B3n-n-es>		"contraprogramación"@es	
"manna"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/manna-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/manna_man%C3%A1-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/manna_man%C3%A1-n-en-sense-man%C3%A1_manna-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/man%C3%A1_manna-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/man%C3%A1-n-es>		"maná"@es	
"calculation"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/calculation-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/calculation_c%C3%A1lculo-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/calculation_c%C3%A1lculo-n-en-sense-c%C3%A1lculo_calculation-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/c%C3%A1lculo_calculation-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/c%C3%A1lculo-n-es>		"cálculo"@es	
"triglyceride"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/triglyceride-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/triglyceride_triglic%C3%A9rido-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/triglyceride_triglic%C3%A9rido-n-en-sense-triglic%C3%A9rido_triglyceride-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/triglic%C3%A9rido_triglyceride-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/triglic%C3%A9rido-n-es>		"triglicérido"@es	
"decisive"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/decisive-adj-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/decisive_decisivo-adj-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/decisive_decisivo-adj-en-sense-decisivo_decisive-adj-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/decisivo_decisive-adj-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/decisivo-adj-es>		"decisivo"@es	
"heating"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/heating-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/heating_calefacci%C3%B3n-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/heating_calefacci%C3%B3n-n-en-sense-calefacci%C3%B3n_heating-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/calefacci%C3%B3n_heating-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/calefacci%C3%B3n-n-es>		"calefacción"@es	
"tip"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/tip-vblex-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/tip_verter-vblex-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/tip_verter-vblex-en-sense-verter_tip-vblex-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/verter_tip-vblex-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/verter-vblex-es>		"verter"@es	
"permafrost"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/permafrost-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/permafrost_pergelisol-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/permafrost_pergelisol-n-en-sense-pergelisol_permafrost-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/pergelisol_permafrost-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/pergelisol-n-es>		"pergelisol"@es	
"watch over"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/watch%20over-vblex-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/watch%20over_velar%20por-vblex-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/watch%20over_velar%20por-vblex-en-sense-velar%20por_watch%20over-vblex-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/velar%20por_watch%20over-vblex-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/velar%20por-vblex-es>		"velar por"@es	
"Avogadro constant"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/Avogadro%20constant-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/Avogadro%20constant_n%C3%BAmero%20de%20Avogadro-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/Avogadro%20constant_n%C3%BAmero%20de%20Avogadro-n-en-sense-n%C3%BAmero%20de%20Avogadro_Avogadro%20constant-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/n%C3%BAmero%20de%20Avogadro_Avogadro%20constant-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/n%C3%BAmero%20de%20Avogadro-n-es>		"número de Avogadro"@es	
"observer"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/observer-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/observer_ojeador-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/observer_ojeador-n-en-sense-ojeador_observer-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/ojeador_observer-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/ojeador-n-es>		"ojeador"@es	
"rhotacism"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/rhotacism-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/rhotacism_rotacismo-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/rhotacism_rotacismo-n-en-sense-rotacismo_rhotacism-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/rotacismo_rhotacism-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/rotacismo-n-es>		"rotacismo"@es	
"Cook Islands"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/Cook%20Islands-np-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/Cook%20Islands_Islas%20Cook-np-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/Cook%20Islands_Islas%20Cook-np-en-sense-Islas%20Cook_Cook%20Islands-np-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/Islas%20Cook_Cook%20Islands-np-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/Islas%20Cook-np-es>		"Islas Cook"@es	
"get"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/get-vblex-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/get_llegar-vblex-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/get_llegar-vblex-en-sense-llegar_get-vblex-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/llegar_get-vblex-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/llegar-vblex-es>		"llegar"@es	
"as much as possible"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/as%20much%20as%20possible-adv-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/as%20much%20as%20possible_tanto%20como%20sea%20posible-adv-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/as%20much%20as%20possible_tanto%20como%20sea%20posible-adv-en-sense-tanto%20como%20sea%20posible_as%20much%20as%20possible-adv-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/tanto%20como%20sea%20posible_as%20much%20as%20possible-adv-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/tanto%20como%20sea%20posible-adv-es>		"tanto como sea posible"@es	
"park"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/park-vblex-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/park_aparcar-vblex-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/park_aparcar-vblex-en-sense-aparcar_park-vblex-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/aparcar_park-vblex-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/aparcar-vblex-es>		"aparcar"@es	
"amphora"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/amphora-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/amphora_%C3%A1nfora-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/amphora_%C3%A1nfora-n-en-sense-%C3%A1nfora_amphora-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/%C3%A1nfora_amphora-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/%C3%A1nfora-n-es>		"ánfora"@es	
"five hundredth"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/five%20hundredth-det-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/five%20hundredth_quingent%C3%A9simo-det-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/five%20hundredth_quingent%C3%A9simo-det-en-sense-quingent%C3%A9simo_five%20hundredth-det-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/quingent%C3%A9simo_five%20hundredth-det-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/quingent%C3%A9simo-det-es>		"quingentésimo"@es	
"business day"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/business%20day-n-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/business%20day_d%C3%ADa%20laborable-n-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/business%20day_d%C3%ADa%20laborable-n-en-sense-d%C3%ADa%20laborable_business%20day-n-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/d%C3%ADa%20laborable_business%20day-n-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/d%C3%ADa%20laborable-n-es>		"día laborable"@es	
"centenarian"@en	<http://linguistic.linkeddata.es/id/apertium/lexiconEN/centenarian-adj-en>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/centenarian_centenario-adj-en-sense>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/centenarian_centenario-adj-en-sense-centenario_centenarian-adj-es-sense-trans>	<http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES/centenario_centenarian-adj-es-sense>	<http://linguistic.linkeddata.es/id/apertium/lexiconES/centenario-adj-es>		"centenario"@es	
